baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
0610009B22Rik	35.0376436500354	-0.166468472806928	0.147022773026861	-1.13226318195287	0.257523804193584	0.753397176278802
0610010F05Rik	133.176399713395	0.0822176435772792	0.0838046602180621	0.981062907042956	0.326561720829193	0.795409435975292
0610010K14Rik	37.8959020322672	-0.0157572383030497	0.160007078617658	-0.0984783825764493	0.92155243671672	0.98631560435642
0610012G03Rik	147.409449102346	-0.0108711950048572	0.0832644957159611	-0.130562191140171	0.896121653730036	0.982590327374999
0610030E20Rik	100.244217358876	0.0134340490322663	0.0841246813770062	0.15969212379018	0.873123605583481	0.979681523604992
0610037L13Rik	77.7107286524949	0.0373383804360189	0.0985847759552949	0.378743878800827	0.704878065990044	0.946443014168289
0610040J01Rik	59.0124452897386	0.123129601718409	0.114484310944205	1.07551507016903	0.282144188785699	0.769659986951181
0610043K17Rik	11.1122813983703	0.142891780491472	0.255195991672399	0.559929564547806	0.575527482074218	0.90850364716338
1110002E22Rik	2207.51299847184	-0.109340261295137	0.0825432755373108	-1.32464165715975	0.185290032400038	0.694916571330114
1110004F10Rik	349.457875939455	-0.0286177799393809	0.0926210846785977	-0.308976946649748	0.757339063292843	0.960837793151286
1110008L16Rik	40.4293202164409	-0.0362570855677957	0.13353658946766	-0.271514239747576	0.785995549174628	0.965719828254832
1110008P14Rik	54.2637078014165	0.0400786396213689	0.120343651355718	0.333034930965344	0.739107915659356	0.958400900331509
1110012L19Rik	34.4956629524023	-0.0561516243035303	0.141684166882204	-0.396315449631111	0.691872331218706	0.943843768300202
1110019D14Rik	10.1241739372724	-0.221440697054342	0.254123614181944	-0.871389688704007	0.383541413966858	0.827611123936551
1110020A21Rik	8.26133693921107	-0.0120381787528818	0.285873576605811	-0.0421101484642674	0.966410890043789	0.996586047998113
1110032A03Rik	70.3230987674231	-0.13701734960639	0.126835891213709	-1.08027269170622	0.280020766533568	0.768324306194207
1110038F14Rik	72.2071775251009	-0.0896949166284052	0.106458985172192	-0.842530261615105	0.399491208249531	0.836229457319316
1110051M20Rik	205.29026493925	-0.00214154956239896	0.235283030354137	-0.00910201453617629	0.992737743405148	0.998487320883395
1110059E24Rik	23.8846328675805	-0.154047125691774	0.169362670784237	-0.90956953488308	0.363049571254067	0.81516921784906
1110059G10Rik	19.8598734263586	-0.04766352447683	0.185728261235187	-0.256630435022885	0.797464077903041	0.96689176287486
1110065P20Rik	25.6775678279593	0.165679833104116	0.18146607962143	0.91300717715263	0.361238766830234	0.814396857268192
1190002N15Rik	22.9211086265775	0.297763447363737	0.188639561399952	1.57847826380608	0.114455777822017	0.607822575391675
