CTL_1	CTL_2	CTL_3	CTL_4	CTL_5	CTL_6	MOTSc_1	MOTSc_2	MOTSc_3	MOTSc_4	MOTSc_5	MOTSc_6
1700019D03Rik	-6.64385618977472	-6.64385618977472	-6.64385618977472	-6.64385618977472	-6.64385618977472	-6.64385618977472	-6.64385618977472	-6.64385618977472	0.0948421387169576	-6.64385618977472	2.50446934320968	-6.64385618977472
1700019J19Rik	0.44868910845083	2.54295561650741	-6.64385618977472	1.75379253343526	2.58560219631421	2.0936099911564	1.45617263204688	2.63210600398374	1.08807176160853	0.673752543266745	1.76919772752903	1.20042094211013
1700020A23Rik	-6.64385618977472	-0.0296820176184326	-6.64385618977472	-6.64385618977472	0.0126070516809122	-6.64385618977472	-6.64385618977472	-0.161352921585953	-6.64385618977472	-0.317231805220245	1.18634990666788	-6.64385618977472
1700020D05Rik	-6.64385618977472	1.95923035133338	1.25826907227581	1.3401802957572	0.0126070516809122	-6.64385618977472	1.04288674501296	1.41281316941909	0.0948421387169576	-0.317231805220245	1.18634990666788	1.20042094211013
1700020I14Rik	7.33298669135743	7.23173585088218	7.39186256964994	7.0533976482585	7.06443124767979	6.94832370256823	7.23236065953317	7.10792882274032	6.710763820322	7.08263915150891	7.08699325987739	6.96242939415819
1700020L24Rik	-6.64385618977472	1.95923035133338	0.264287618621737	2.75165199747866	0.0126070516809122	1.09698618105444	2.26127235178205	2.41010139537365	2.66850296153325	0.673752543266745	2.50446934320968	2.19727859094081
1700021A07Rik	-6.64385618977472	-6.64385618977472	-6.64385618977472	-6.64385618977472	-6.64385618977472	-6.64385618977472	-6.64385618977472	0.830557355095687	-6.64385618977472	1.25569726311801	-6.64385618977472	1.20042094211013
1700021F05Rik	6.21963275990569	6.1651698724988	6.36092530788864	6.12475447428036	6.32034290690972	6.54981149589723	6.16535154118308	6.31445639478159	6.08148252020032	6.09115658565876	7.15737753466226	6.49806974763895
1700022I11Rik	2.02658717685396	-0.0296820176184326	4.15992320745204	0.758064101063587	2.00184090828498	-6.64385618977472	2.03938139126128	1.41281316941909	1.08807176160853	1.66922350147147	2.1831767233666	-6.64385618977472
1700023F02Rik	-6.64385618977472	-6.64385618977472	-6.64385618977472	0.758064101063587	0.0126070516809122	-6.64385618977472	-0.528138895398746	-6.64385618977472	-6.64385618977472	-0.317231805220245	0.192675411625683	-6.64385618977472
1700024J04Rik	-6.64385618977472	0.962935704467617	2.25525035741632	0.758064101063587	2.32304839558188	0.103714950057528	-0.528138895398746	1.41281316941909	2.66850296153325	-6.64385618977472	-6.64385618977472	0.206685185511951
1700025G04Rik	3.43940992803476	4.3485412166069	4.64511942387696	4.60808096432945	4.24692182187526	3.09191892872206	5.09518330792344	4.82293181883824	4.47423610655252	4.05786411483072	4.42859415273728	4.51668786760893
1700028D13Rik	-6.64385618977472	-0.0296820176184326	-6.64385618977472	-6.64385618977472	1.58800362237971	-6.64385618977472	-0.528138895398746	-0.161352921585953	-6.64385618977472	-6.64385618977472	-6.64385618977472	-6.64385618977472
1700028J19Rik	-6.64385618977472	-6.64385618977472	0.264287618621737	-0.23343051955962	0.0126070516809122	-6.64385618977472	-6.64385618977472	0.830557355095687	0.0948421387169576	-6.64385618977472	-6.64385618977472	-6.64385618977472
1700028K03Rik	-6.64385618977472	-0.0296820176184326	-6.64385618977472	1.75379253343526	-6.64385618977472	-6.64385618977472	-0.528138895398746	1.41281316941909	-6.64385618977472	-0.317231805220245	0.192675411625683	-6.64385618977472
1700029I15Rik	-6.64385618977472	1.54542902747446	-6.64385618977472	1.75379253343526	1.00543855709188	-6.64385618977472	1.04288674501296	-0.161352921585953	1.08807176160853	1.66922350147147	0.192675411625683	1.78328930272372
1700029J07Rik	-6.64385618977472	-0.0296820176184326	0.264287618621737	1.3401802957572	1.58800362237971	1.67969876662146	1.45617263204688	0.830557355095687	-6.64385618977472	0.673752543266745	1.76919772752903	0.206685185511951
1700030J22Rik	2.02658717685396	2.95737409989646	-6.64385618977472	2.55931290490042	2.32304839558188	1.67969876662146	-6.64385618977472	2.63210600398374	2.40592232676359	2.25267315652154	2.76707994345365	1.78328930272372
1700030K09Rik	4.34567978441579	4.04385325203097	4.8376924284011	4.14264273324192	4.58379849991003	4.48318850911659	4.80897176654075	4.77714457155003	4.66680004776719	4.52328870601068	4.76548956276683	4.71823951931732
1700030N03Rik	0.44868910845083	1.95923035133338	-6.64385618977472	-6.64385618977472	0.0126070516809122	-6.64385618977472	-6.64385618977472	1.41281316941909	-6.64385618977472	-0.317231805220245	-6.64385618977472	1.20042094211013
1700031P21Rik	-6.64385618977472	-6.64385618977472	-6.64385618977472	-6.64385618977472	0.0126070516809122	1.09698618105444	1.45617263204688	-0.161352921585953	-6.64385618977472	-6.64385618977472	-6.64385618977472	-6.64385618977472
1700034I23Rik	-6.64385618977472	-6.64385618977472	0.264287618621737	1.75379253343526	0.0126070516809122	-6.64385618977472	0.461421101633868	0.830557355095687	0.0948421387169576	2.4746330446966	-6.64385618977472	2.19727859094081
1700034J05Rik	-6.64385618977472	1.95923035133338	-6.64385618977472	1.3401802957572	1.58800362237971	3.09191892872206	3.03762551530974	2.99415883751576	0.0948421387169576	1.99024407933836	1.18634990666788	1.78328930272372
1700037C18Rik	2.7621357239692	2.76499434700145	2.83920521457291	1.75379253343526	2.00184090828498	3.09191892872206	-0.528138895398746	2.14760975227898	1.08807176160853	3.12576558219923	2.76707994345365	1.78328930272372
1700037H04Rik	5.24581463054113	6.10547212082144	5.61007272320264	5.95919355327817	5.95266353488418	6.31922525863529	6.24551102439252	5.7295845278461	6.18999153904663	6.18843998573902	6.30946147568808	6.68612258774678
1700047G03Rik	-6.64385618977472	-6.64385618977472	-6.64385618977472	-6.64385618977472	1.00543855709188	-6.64385618977472	-6.64385618977472	-0.161352921585953	-6.64385618977472	-0.317231805220245	-6.64385618977472	1.20042094211013
1700047I17Rik2	5.60830021566963	-6.64385618977472	0.264287618621737	4.33518570778625	-6.64385618977472	-6.64385618977472	-6.64385618977472	-6.64385618977472	-6.64385618977472	-6.64385618977472	6.24627579404177	-6.64385618977472
1700048O20Rik	-6.64385618977472	1.54542902747446	-6.64385618977472	-6.64385618977472	1.58800362237971	-6.64385618977472	0.461421101633868	0.830557355095687	0.0948421387169576	-6.64385618977472	-6.64385618977472	-6.64385618977472
1700054O05Rik	1.44339402989049	-0.0296820176184326	0.264287618621737	-6.64385618977472	1.00543855709188	-6.64385618977472	1.77704873787289	1.41281316941909	0.0948421387169576	0.673752543266745	2.1831767233666	0.206685185511951
1700056E22Rik	0.44868910845083	-6.64385618977472	-6.64385618977472	2.33732836312428	0.0126070516809122	2.0936099911564	2.45354121969463	-6.64385618977472	2.40592232676359	1.99024407933836	2.98916957027088	-6.64385618977472
1700056N10Rik	1.44339402989049	1.95923035133338	2.57657395062295	0.758064101063587	3.00003871398241	1.67969876662146	2.03938139126128	0.830557355095687	2.40592232676359	0.673752543266745	2.98916957027088	3.19570484497648
1700057G04Rik	-6.64385618977472	0.962935704467617	-6.64385618977472	-0.23343051955962	0.0126070516809122	1.09698618105444	1.45617263204688	1.41281316941909	1.08807176160853	-0.317231805220245	0.192675411625683	-6.64385618977472
1700061G19Rik	-6.64385618977472	-6.64385618977472	-6.64385618977472	-0.23343051955962	0.0126070516809122	0.103714950057528	1.04288674501296	-6.64385618977472	2.08467462097584	-0.317231805220245	-6.64385618977472	0.206685185511951
1700062C10Rik	-6.64385618977472	-6.64385618977472	1.25826907227581	1.75379253343526	1.58800362237971	0.103714950057528	-0.528138895398746	0.830557355095687	1.08807176160853	1.25569726311801	-6.64385618977472	1.20042094211013
1700063D05Rik	-6.64385618977472	-0.0296820176184326	-6.64385618977472	0.758064101063587	-6.64385618977472	0.103714950057528	0.461421101633868	-0.161352921585953	-6.64385618977472	0.673752543266745	-6.64385618977472	-6.64385618977472
1700066B19Rik	-6.64385618977472	-0.0296820176184326	-6.64385618977472	-0.23343051955962	0.0126070516809122	-6.64385618977472	-0.528138895398746	1.82649541882627	-6.64385618977472	-0.317231805220245	-6.64385618977472	-6.64385618977472
1700066M21Rik	4.34567978441579	4.1262668175995	4.34040050019241	4.14264273324192	3.99913677189906	4.73462406277086	4.03674677529231	3.63094193992141	4.32991451934372	3.91356538524463	4.76548956276683	4.36475480075092
1700067K01Rik	0.44868910845083	3.12709270367241	0.264287618621737	3.92038643852989	3.16976333257493	2.41486189891394	3.69994308728554	3.14598085109165	3.40456058517258	3.47333466660334	3.35133582474769	3.51731798456191
1700086D15Rik	-6.64385618977472	-0.0296820176184326	-6.64385618977472	-6.64385618977472	1.58800362237971	-6.64385618977472	-6.64385618977472	-6.64385618977472	-6.64385618977472	-6.64385618977472	-6.64385618977472	1.20042094211013
1700086O06Rik	0.44868910845083	2.54295561650741	1.84121979840931	2.0748647950135	1.58800362237971	2.41486189891394	1.04288674501296	1.41281316941909	1.67077039095249	1.66922350147147	1.18634990666788	3.78014238198903
1700088E04Rik	4.02392907084832	3.41629905335887	3.57536418685613	3.45126758615787	2.58560219631421	3.55088900428976	3.45222371148451	3.63094193992141	3.25270885983741	3.91356538524463	4.08773587407725	3.36545487973977
1700092M07Rik	1.44339402989049	-0.0296820176184326	0.264287618621737	-6.64385618977472	-6.64385618977472	0.103714950057528	-6.64385618977472	-6.64385618977472	0.0948421387169576	-6.64385618977472	0.192675411625683	0.206685185511951
1700093K21Rik	-6.64385618977472	-6.64385618977472	0.264287618621737	-6.64385618977472	0.0126070516809122	-6.64385618977472	-6.64385618977472	-0.161352921585953	1.08807176160853	-6.64385618977472	1.18634990666788	-6.64385618977472
1700095J07Rik	1.44339402989049	3.41629905335887	2.83920521457291	3.65754258839438	1.58800362237971	3.41350857312987	3.45222371148451	3.63094193992141	3.40456058517258	2.25267315652154	3.88141552663536	2.19727859094081
1700096K18Rik	2.02658717685396	-6.64385618977472	1.25826907227581	0.758064101063587	1.58800362237971	1.09698618105444	1.04288674501296	-0.161352921585953	1.67077039095249	1.66922350147147	2.50446934320968	2.78119211845344
1700100I10Rik	-6.64385618977472	1.54542902747446	-6.64385618977472	0.758064101063587	-6.64385618977472	0.103714950057528	-6.64385618977472	-6.64385618977472	0.0948421387169576	-6.64385618977472	-6.64385618977472	0.206685185511951
1700109H08Rik	3.24695481892315	4.3485412166069	3.42349556171412	4.55747601849798	4.24692182187526	3.55088900428976	3.9112958007855	3.73039997579592	3.78275777775071	4.42024168470767	3.35133582474769	3.51731798456191
1700110I01Rik	1.44339402989049	0.962935704467617	-6.64385618977472	1.75379253343526	2.00184090828498	1.67969876662146	-0.528138895398746	2.824460153953	2.08467462097584	1.25569726311801	2.1831767233666	0.206685185511951
1700110I07Rik	0.44868910845083	1.54542902747446	0.264287618621737	-0.23343051955962	-6.64385618977472	-6.64385618977472	-0.528138895398746	-0.161352921585953	-6.64385618977472	0.673752543266745	1.18634990666788	-6.64385618977472
1700112J16Rik	3.43940992803476	0.962935704467617	2.83920521457291	-0.23343051955962	0.0126070516809122	0.103714950057528	2.62317354549599	1.41281316941909	2.08467462097584	2.83662621140512	-6.64385618977472	1.78328930272372
1700120G07Rik	-6.64385618977472	-6.64385618977472	-6.64385618977472	-0.23343051955962	0.0126070516809122	0.103714950057528	-6.64385618977472	-6.64385618977472	1.08807176160853	-0.317231805220245	-6.64385618977472	0.206685185511951
1700121L16Rik	-6.64385618977472	-6.64385618977472	0.264287618621737	-6.64385618977472	-6.64385618977472	-6.64385618977472	0.461421101633868	-6.64385618977472	0.0948421387169576	-0.317231805220245	0.192675411625683	0.206685185511951
1700123J17Rik	0.44868910845083	-0.0296820176184326	-6.64385618977472	-6.64385618977472	1.00543855709188	-6.64385618977472	-0.528138895398746	-6.64385618977472	0.0948421387169576	-0.317231805220245	0.192675411625683	-6.64385618977472
1700123O20Rik	5.43841218107332	5.54078789789239	5.25260379053338	5.50471357175121	5.67094280757671	5.44810839306933	5.55973535153834	5.49516725449646	5.54101097300582	5.36546990842654	5.85267156651985	5.23890558860645
1810008I18Rik	2.4407391848473	2.95737409989646	2.83920521457291	2.55931290490042	2.32304839558188	3.41350857312987	1.77704873787289	-0.161352921585953	1.67077039095249	2.83662621140512	2.50446934320968	1.20042094211013
1810009A15Rik	5.29642759275777	3.76393275391174	4.95313083556593	4.20971980142815	5.20807797350212	5.04485929774576	4.40578208569548	5.55065029672584	4.78223357428978	5.02267608112325	5.67213260817795	4.71823951931732
1810010H24Rik	0.44868910845083	1.54542902747446	-6.64385618977472	1.3401802957572	1.58800362237971	2.41486189891394	1.04288674501296	1.82649541882627	1.08807176160853	2.6669536376459	0.192675411625683	-6.64385618977472
1810012K08Rik	-6.64385618977472	2.76499434700145	-6.64385618977472	1.75379253343526	-6.64385618977472	1.67969876662146	1.04288674501296	-6.64385618977472	0.0948421387169576	1.66922350147147	-6.64385618977472	-6.64385618977472
1810013L24Rik	7.43816263647889	7.67668515929515	7.43221793755975	7.53748849646008	7.53747073384557	7.53324726245155	7.63088687698259	7.70513419982473	7.47366805360991	7.56562316129841	7.66388346463969	7.39388750912089
1810019N24Rik	0.44868910845083	-0.0296820176184326	-6.64385618977472	-6.64385618977472	-6.64385618977472	0.103714950057528	-0.528138895398746	-6.64385618977472	-6.64385618977472	-6.64385618977472	1.18634990666788	-6.64385618977472
1810022K09Rik	7.24552944259125	6.9443172943578	6.96658618665676	7.12465109695534	6.68487502497083	7.03285056441858	7.07306396698504	7.20622400741839	6.86275314054947	6.97767762477515	7.21351675535465	7.03972908461005
1810024B03Rik	2.7621357239692	0.962935704467617	0.264287618621737	0.758064101063587	2.00184090828498	1.09698618105444	1.45617263204688	2.14760975227898	0.0948421387169576	-0.317231805220245	2.1831767233666	1.78328930272372
1810030O07Rik	5.79589115271692	5.86265401007738	5.98037429414108	5.91967163041427	6.14818481608127	5.87183198018679	5.95893158807989	6.032095857768	5.98838731856024	6.03993891114593	5.79496625873491	6.46107968587017
1810032O08Rik	5.34532495633478	5.31343031174546	5.92488814264191	5.70398137891269	5.77985658463939	5.87183198018679	5.86054425547279	5.82267693883647	6.12587018371646	5.77346842469206	5.8806811415732	5.94925039334227
1810037I17Rik	3.43940992803476	2.95737409989646	3.71275768176235	4.39405080659339	3.00003871398241	3.99801968299978	3.69994308728554	3.73039997579592	4.25195186042203	3.75321333890363	4.08773587407725	3.65470696206156
1810043G02Rik	5.29642759275777	5.24129913122735	5.25260379053338	5.27344328610199	4.58379849991003	5.51680577242855	5.45123479013591	5.28222441760223	5.69625757987815	5.49788950667334	5.03841660268831	5.10144026817263
1810049J17Rik	2.4407391848473	2.54295561650741	3.25373862802756	-6.64385618977472	-6.64385618977472	3.09191892872206	-6.64385618977472	-6.64385618977472	-6.64385618977472	4.42024168470767	-6.64385618977472	-6.64385618977472
1810055G02Rik	6.76014064373838	6.95563169238376	7.18306193289864	6.80491975181356	6.89317340713917	6.91052477129331	6.79088529874352	7.07045686958981	6.82286388892317	7.02234318422517	6.44694846280143	6.62054076257787
1810058I24Rik	4.13933806726464	4.71095391786577	4.71220741163636	4.50503129047836	4.90560626815372	4.94867412281817	5.03630720448812	5.10824254749606	4.32991451934372	4.36581981692302	4.98780620794179	5.00193461080327
1810062G17Rik	-6.64385618977472	-6.64385618977472	-6.64385618977472	-6.64385618977472	1.58800362237971	-6.64385618977472	0.461421101633868	0.830557355095687	0.0948421387169576	-6.64385618977472	-6.64385618977472	0.206685185511951
2010015M23Rik	-6.64385618977472	-0.0296820176184326	0.264287618621737	-0.23343051955962	1.58800362237971	-6.64385618977472	1.45617263204688	-0.161352921585953	0.0948421387169576	1.66922350147147	1.18634990666788	1.78328930272372
2010109I03Rik	1.44339402989049	2.76499434700145	2.25525035741632	2.0748647950135	-6.64385618977472	1.67969876662146	2.45354121969463	1.41281316941909	2.89057117327632	1.66922350147147	1.18634990666788	2.78119211845344
